,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Cleaned Gene Symbols
28297,ILMN_1257299,1.0,0.7331373999999999,0.35100000000000003,-5.6018,0.0636,G0s2,G0/G1 switch gene 2,G0S2
809,ILMN_2637483,1.0,0.0069423,9.09,-3.3985,3.8,G2e3,G2/M-phase specific E3 ubiquitin ligase,G2E3
8392,ILMN_1251970,1.0,0.5228385999999999,-0.841,-4.7804,-0.515,G3bp2,GTPase activating protein (SH3 domain) binding protein 2,G3BP2
6604,ILMN_2766114,1.0,0.14412220000000003,1.59,-4.5815,1.29,G6pc3,"glucose 6 phosphatase, catalytic, 3",G6PC3
30990,ILMN_1254199,1.0,0.8236884,0.22899999999999998,-5.636,0.0339,Gaa,"glucosidase, alpha, acid",GAA
30978,ILMN_1222009,1.0,0.8233360000000001,0.23,-5.6359,0.0299,Gab1,growth factor receptor bound protein 2-associated protein 1,GAB1
2232,ILMN_2833573,1.0,0.09329580000000001,2.74,-3.9586,1.2,Gab2,growth factor receptor bound protein 2-associated protein 2,GAB2
34814,ILMN_1251333,1.0,0.9546710999999999,-0.0584,-5.6599,-0.00847,Gabarap,gamma-aminobutyric acid receptor associated protein,GABARAP
951,ILMN_1236958,1.0,0.03553169999999999,2.45,-3.4683,0.42200000000000004,Gabarapl1,gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1,GABARAPL1
6874,ILMN_1220286,1.0,0.2601622,1.35,-4.6174,1.14,Gabbr1,"gamma-aminobutyric acid (GABA) B receptor, 1",GABBR1
373,ILMN_1252392,1.0,0.0174697,2.88,-2.8912,0.384,Gabpa,"GA repeat binding protein, alpha",GABPA
15660,ILMN_1237870,1.0,0.38073959999999996,-0.925,-5.2162,-0.675,Gabra4,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 4",GABRA4
13679,ILMN_2696413,1.0,0.441855,-0.82,-5.1278,-1.46,Gabrb2,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 2",GABRB2
1651,ILMN_3120335,1.0,0.061025699999999995,-2.78,-3.7533,-1.19,Gabrb3,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 3",GABRB3
28012,ILMN_2947568,1.0,0.7232905,-0.365,-5.5971,-0.0553,Gadd45a,growth arrest and DNA-damage-inducible 45 alpha,GADD45A
13994,ILMN_2900653,1.0,0.3117034,-1.07,-5.1389,-1.02,Gadd45b,growth arrest and DNA-damage-inducible 45 beta,GADD45B
26019,ILMN_2744890,1.0,0.6579454,0.457,-5.5608,0.175,Gadd45g,growth arrest and DNA-damage-inducible 45 gamma,GADD45G
1560,ILMN_2830860,1.0,0.0484684,-2.27,-3.7199,-0.958,Gadd45gip1,"growth arrest and DNA-damage-inducible, gamma interacting protein 1",GADD45GIP1
3217,ILMN_2761542,1.0,0.0972673,4.23,-4.0958,2.58,Gak,cyclin G associated kinase,GAK
10367,ILMN_1244064,1.0,0.2784683,1.17,-4.9404,1.44,Galc,galactosylceramidase,GALC
3869,ILMN_2683811,1.0,0.1088606,1.86,-4.1846,2.02,Gale,"galactose-4-epimerase, UDP",GALE
29914,ILMN_2721360,1.0,0.783645,0.28300000000000003,-5.6228,0.0726,Galk1,galactokinase 1,GALK1
5716,ILMN_2665352,1.0,0.1638979,1.61,-4.457,2.99,Galk2,galactokinase 2,GALK2
23417,ILMN_2687156,1.0,0.5750151,-0.581,-5.5001,-0.131,Galm,galactose mutarotase,GALM
23735,ILMN_2625687,1.0,0.5854529,-0.565,-5.5088,-0.11800000000000001,Galnt1,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1,GALNT1
9296,ILMN_2627238,1.0,0.21040799999999998,1.34,-4.8638,0.597,Galnt10,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 10,GALNT10
20491,ILMN_2700400,1.0,0.48991490000000004,-0.7190000000000001,-5.4171,-0.0963,Galnt11,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 11,GALNT11
43198,ILMN_2711034,,,,,,Galnt13,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 13,GALNT13
35558,ILMN_1237583,1.0,0.9788405000000001,0.0272,-5.6612,0.004229999999999999,Galnt16,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 16,GALNT16
8054,ILMN_1246015,1.0,0.18009470000000002,1.45,-4.7494,0.556,Galnt18,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 18,GALNT18
483,ILMN_1242677,1.0,0.0238845,-2.95,-3.07,-2.11,Galnt2,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2,GALNT2
38330,ILMN_1240046,,,,,,Galnt5,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 5,GALNT5
2774,ILMN_1222366,1.0,0.0635211,5.86,-4.0431,3.58,Galnt7,UDP-N-acetyl-alpha-D-galactosamine: polypeptide N-acetylgalactosaminyltransferase 7,GALNT7
19044,ILMN_2711442,1.0,0.4449161,-0.7979999999999999,-5.3625,-0.14800000000000002,Galt,galactose-1-phosphate uridyl transferase,GALT
5902,ILMN_2815506,1.0,0.12726969999999999,-1.67,-4.4861,-0.33799999999999997,Gamt,guanidinoacetate methyltransferase,GAMT
5076,ILMN_1231453,1.0,0.1333323,-1.72,-4.3634,-1.11,Ganab,alpha glucosidase 2 alpha neutral subunit,GANAB
17299,ILMN_1230063,1.0,0.7369131999999999,-0.358,-5.2944,-0.415,Gar1,GAR1 ribonucleoprotein,GAR1
10259,ILMN_2450786,1.0,0.4828412,0.7879999999999999,-4.9333,1.13,Gars,glycyl-tRNA synthetase,GARS
24216,ILMN_2622163,1.0,0.6012755999999999,0.541,-5.5213,0.10300000000000001,Gart,phosphoribosylglycinamide formyltransferase,GART
963,ILMN_2512191,1.0,0.03571219999999999,-2.45,-3.4724,-0.919,Gas2,growth arrest specific 2,GAS2
9642,ILMN_1227503,1.0,0.34615949999999995,-1.06,-4.8908,-1.21,Gas2l1,growth arrest-specific 2 like 1,GAS2L1
26860,ILMN_2686327,1.0,0.6841702,0.42,-5.5765,0.129,Gas6,growth arrest specific 6,GAS6
17145,ILMN_2468473,1.0,0.39189070000000004,-0.898,-5.2863,-0.209,Gas7,growth arrest specific 7,GAS7
25555,ILMN_1239092,1.0,0.6443241999999999,-0.47700000000000004,-5.5520000000000005,-0.0953,Gas8,growth arrest specific 8,GAS8
25171,ILMN_2817903,1.0,0.6314864,-0.496,-5.5434,-0.0989,Gata4,GATA binding protein 4,GATA4
41591,ILMN_2596855,,,,,,Gata5,GATA binding protein 5,GATA5
11568,ILMN_2868133,1.0,0.2606243,1.2,-5.0165,0.23399999999999999,Gata6,GATA binding protein 6,GATA6
26290,ILMN_2982097,1.0,0.6652203000000001,-0.447,-5.5653,-0.0653,Gatad1,GATA zinc finger domain containing 1,GATAD1
22912,ILMN_1251852,1.0,0.5621015,-0.601,-5.489,-0.244,Gatad2b,GATA zinc finger domain containing 2B,GATAD2B
14012,ILMN_2734941,1.0,0.9500549,0.0695,-5.1394,0.124,Gatc,"glutamyl-tRNA(Gln) amidotransferase, subunit C",GATC
43554,ILMN_2736337,,,,,,Gatm,glycine amidinotransferase (L-arginine:glycine amidinotransferase),GATM
32950,ILMN_2900042,1.0,0.891008,-0.141,-5.6519,-0.02,Gba2,glucosidase beta 2,GBA2
32490,ILMN_1258517,1.0,0.8762536,0.16,-5.6491,0.0746,Gbe1,"glucan (1,4-alpha-), branching enzyme 1",GBE1
8886,ILMN_2733482,1.0,0.2010625,-1.38,-4.8307,-0.457,Gca,grancalcin,GCA
13499,ILMN_1212649,1.0,0.3032072,-1.09,-5.1203,-0.324,Gcc2,GRIP and coiled-coil domain containing 2,GCC2
793,ILMN_1228907,1.0,0.0061284,-9.6,-3.3898,-4.36,Gcdh,glutaryl-Coenzyme A dehydrogenase,GCDH
1176,ILMN_2607657,1.0,0.041306199999999994,-3.23,-3.5737,-1.36,Gcfc2,GC-rich sequence DNA binding factor 2,GCFC2
32064,ILMN_2753029,1.0,0.8626553,0.17800000000000002,-5.6462,0.048,Gch1,GTP cyclohydrolase 1,GCH1
31738,ILMN_2744603,1.0,0.8516545,0.192,-5.6436,0.0601,Gchfr,GTP cyclohydrolase I feedback regulator,GCHFR
17902,ILMN_2698004,1.0,0.41524099999999997,-0.852,-5.3216,-0.368,Gck,glucokinase,GCK
232,ILMN_2608016,1.0,0.0123354,3.46,-2.5966,3.94,Gclc,"glutamate-cysteine ligase, catalytic subunit",GCLC
27492,ILMN_1256354,1.0,0.7050546999999999,0.39,-5.5879,0.114,Gclm,"glutamate-cysteine ligase, modifier subunit",GCLM
9304,ILMN_2672297,1.0,0.2107031,1.34,-4.8648,1.12,Gcnt1,"glucosaminyl (N-acetyl) transferase 1, core 2",GCNT1
5638,ILMN_2726579,1.0,0.1624264,-1.62,-4.4504,-0.735,Gcnt2,"glucosaminyl (N-acetyl) transferase 2, I-branching enzyme",GCNT2
792,ILMN_2735940,1.0,0.006051300000000001,-9.65,-3.3889,-4.54,Gdap1,ganglioside-induced differentiation-associated-protein 1,GDAP1
41802,ILMN_2610414,,,,,,Gdap2,ganglioside-induced differentiation-associated-protein 2,GDAP2
25024,ILMN_2676481,1.0,0.6266311,-0.503,-5.54,-0.091,Gde1,glycerophosphodiester phosphodiesterase 1,GDE1
12196,ILMN_1223036,1.0,1.0,0.0,-5.0508,0.0,Gdf11,growth differentiation factor 11,GDF11
16640,ILMN_2735350,1.0,0.4129085,0.862,-5.2661,1.4,Gdf15,growth differentiation factor 15,GDF15
42517,ILMN_2663449,,,,,,Gdf6,growth differentiation factor 6,GDF6
22831,ILMN_1228316,1.0,0.5598811,0.605,-5.4871,0.12300000000000001,Gdi1,guanosine diphosphate (GDP) dissociation inhibitor 1,GDI1
26501,ILMN_2650812,1.0,0.672133,-0.43700000000000006,-5.5695,-0.102,Gdi2,guanosine diphosphate (GDP) dissociation inhibitor 2,GDI2
19515,ILMN_2683528,1.0,0.45956679999999994,-0.7709999999999999,-5.3812,-0.154,Gdpd1,glycerophosphodiester phosphodiesterase domain containing 1,GDPD1
16780,ILMN_1254943,1.0,0.3828987,0.9159999999999999,-5.2719,0.146,Gdpd5,glycerophosphodiester phosphodiesterase domain containing 5,GDPD5
42572,ILMN_2667181,,,,,,Gem,GTP binding protein (gene overexpressed in skeletal muscle),GEM
5230,ILMN_2920800,1.0,0.1121123,1.75,-4.3878,0.335,Gemin2,gem (nuclear organelle) associated protein 2,GEMIN2
24571,ILMN_1223348,1.0,0.9035770000000001,0.125,-5.5295,0.0975,Gemin4,gem (nuclear organelle) associated protein 4,GEMIN4
8880,ILMN_2639543,1.0,0.2008495,1.38,-4.8299,0.624,Gemin5,gem (nuclear organelle) associated protein 5,GEMIN5
8058,ILMN_2641340,1.0,0.3943943,-1.04,-4.7496,-0.98,Gemin6,gem (nuclear organelle) associated protein 6,GEMIN6
16636,ILMN_1249986,1.0,0.3792169,-0.9229999999999999,-5.2659,-0.20199999999999999,Gemin7,gem (nuclear organelle) associated protein 7,GEMIN7
12245,ILMN_1258727,1.0,0.2742555,1.16,-5.0519,0.69,Gemin8,gem (nuclear organelle) associated protein 8,GEMIN8
42186,ILMN_2637939,,,,,,Gen1,"GEN1, Holliday junction 5' flap endonuclease",GEN1
2627,ILMN_1215847,1.0,0.052017499999999994,6.82,-4.027,4.17,Gfap,glial fibrillary acidic protein,GFAP
23664,ILMN_1217330,1.0,0.5829291,0.569,-5.5067,0.10099999999999999,Gfm1,"G elongation factor, mitochondrial 1",GFM1
18644,ILMN_2734855,1.0,0.43535730000000006,-0.815,-5.3498,-0.11900000000000001,Gfm2,"G elongation factor, mitochondrial 2",GFM2
27361,ILMN_1236845,1.0,0.7009243000000001,0.396,-5.5857,0.107,Gfod2,glucose-fructose oxidoreductase domain containing 2,GFOD2
21826,ILMN_1214822,1.0,0.5291149,0.654,-5.4583,0.132,Gfpt2,glutamine fructose-6-phosphate transaminase 2,GFPT2
19526,ILMN_2717744,1.0,0.6349299,-0.498,-5.3818,-0.627,Gga1,"golgi associated, gamma adaptin ear containing, ARF binding protein 1",GGA1
29609,ILMN_1227459,1.0,0.773702,0.29600000000000004,-5.619,0.0542,Gga2,"golgi associated, gamma adaptin ear containing, ARF binding protein 2",GGA2
17724,ILMN_1242273,1.0,0.5088555,0.6940000000000001,-5.3133,0.562,Gga3,"golgi associated, gamma adaptin ear containing, ARF binding protein 3",GGA3
12504,ILMN_2769844,1.0,0.3603861,0.986,-5.0673,0.754,Ggact,gamma-glutamylamine cyclotransferase,GGACT
2060,ILMN_2864906,1.0,0.061176,-2.13,-3.9075,-0.39,Ggct,gamma-glutamyl cyclotransferase,GGCT
7488,ILMN_2933647,1.0,0.1663279,-1.5,-4.69,-0.22,Ggcx,gamma-glutamyl carboxylase,GGCX
10755,ILMN_2975612,1.0,0.7306633000000001,0.42100000000000004,-4.9662,0.258,Ggh,gamma-glutamyl hydrolase,GGH
38149,ILMN_1237585,,,,,,Ggps1,geranylgeranyl diphosphate synthase 1,GGPS1
579,ILMN_2770085,1.0,0.025936,-2.7,-3.1802,-1.66,Ggt1,gamma-glutamyltransferase 1,GGT1
35138,ILMN_1213289,1.0,0.9654761000000001,0.0445,-5.6606,0.0167,Ggt7,gamma-glutamyltransferase 7,GGT7
18035,ILMN_1231264,1.0,0.41931270000000004,0.845,-5.3275,0.172,Ghitm,growth hormone inducible transmembrane protein,GHITM
21760,ILMN_3138922,1.0,0.5264729,-0.6579999999999999,-5.4557,-0.129,Ghr,growth hormone receptor,GHR
381,ILMN_1235140,1.0,0.0176152,-3.38,-2.8999,-3.0,Gid4,"GID complex subunit 4, VID24 homolog",GID4
20062,ILMN_2730729,1.0,0.47532409999999997,0.7440000000000001,-5.4003,0.10400000000000001,Gid8,GID complex subunit 8,GID8
21419,ILMN_2600453,1.0,0.5155323,-0.6759999999999999,-5.4446,-0.17,Gigyf1,GRB10 interacting GYF protein 1,GIGYF1
25956,ILMN_1247017,1.0,0.6562241999999999,0.46,-5.5597,0.157,Gigyf2,GRB10 interacting GYF protein 2,GIGYF2
2968,ILMN_2707273,1.0,0.0785981,4.98,-4.0657,3.05,Gin1,gypsy retrotransposon integrase 1,GIN1
16463,ILMN_2661950,1.0,0.37486290000000005,0.932,-5.2587,0.282,Gins1,GINS complex subunit 1 (Psf1 homolog),GINS1
32667,ILMN_2589960,1.0,0.8820821,-0.152,-5.6502,-0.043,Gins3,GINS complex subunit 3 (Psf3 homolog),GINS3
35899,ILMN_2694074,1.0,0.9905919,-0.0121,-5.6615,-0.00198,Gins4,GINS complex subunit 4 (Sld5 homolog),GINS4
16145,ILMN_2942573,1.0,0.3651871,0.9520000000000001,-5.2421,0.156,Gipc1,"GIPC PDZ domain containing family, member 1",GIPC1
13115,ILMN_1248457,1.0,0.294481,1.11,-5.1006,0.445,Gipr,gastric inhibitory polypeptide receptor,GIPR
12712,ILMN_2534253,1.0,0.28525500000000004,-1.13,-5.0789,-0.504,Git1,G protein-coupled receptor kinase-interactor 1,GIT1
7272,ILMN_1251129,1.0,0.16052120000000003,1.52,-4.6632,0.267,Git2,G protein-coupled receptor kinase-interactor 2,GIT2
21848,ILMN_1244291,1.0,0.5299037,0.652,-5.4591,0.0904,Gja1,"gap junction protein, alpha 1",GJA1
27194,ILMN_2632678,1.0,0.8186009,0.237,-5.5829,0.309,Gja3,"gap junction protein, alpha 3",GJA3
1963,ILMN_2738638,1.0,0.0756824,-3.05,-3.8733,-3.51,Gjd2,"gap junction protein, delta 2",GJD2
15331,ILMN_2776721,1.0,0.3410884,-1.0,-5.1983,-0.271,Gk,glycerol kinase,GK
8396,ILMN_2890328,1.0,0.2213255,-1.34,-4.7805,-0.9,Gkap1,G kinase anchoring protein 1,GKAP1
5545,ILMN_2626086,1.0,0.19123510000000002,-1.55,-4.4354,-2.02,Gla,"galactosidase, alpha",GLA
3,ILMN_1256272,1.0,0.00042060000000000003,-5.32,-0.0344,-1.27,Glb1,"galactosidase, beta 1",GLB1
18072,ILMN_2461783,1.0,0.4596678,-0.775,-5.3292,-0.365,Glb1l,"galactosidase, beta 1-like",GLB1L
9147,ILMN_2734737,1.0,0.5902497,0.688,-4.8528,0.42100000000000004,Glcci1,glucocorticoid induced transcript 1,GLCCI1
24825,ILMN_1253576,1.0,0.6203175,-0.512,-5.5355,-0.166,Gle1,GLE1 RNA export mediator (yeast),GLE1
24414,ILMN_1253692,1.0,0.6070765,0.532,-5.5257,0.0629,Glg1,golgi apparatus protein 1,GLG1
18330,ILMN_2668750,1.0,0.8638308000000001,0.182,-5.3391,0.327,Gli2,GLI-Kruppel family member GLI2,GLI2
32799,ILMN_1215807,1.0,0.8860251,-0.147,-5.651,-0.0493,Glipr1,GLI pathogenesis-related 1 (glioma),GLIPR1
9137,ILMN_2745305,1.0,0.3002043,1.15,-4.8523,1.16,Glis2,GLIS family zinc finger 2,GLIS2
13685,ILMN_1220705,1.0,0.8774934999999999,-0.171,-5.1279,-0.518,Glmn,"glomulin, FKBP associated protein",GLMN
27153,ILMN_2628021,1.0,0.694416,-0.405,-5.5822,-0.0513,Glmp,glycosylated lysosomal membrane protein,GLMP
36130,ILMN_2667352,1.0,0.9980716000000001,-0.00248,-5.6615,-0.000304,Glo1,glyoxalase 1,GLO1
10097,ILMN_1243609,1.0,0.2896862,-1.15,-4.923,-1.42,Glod4,glyoxalase domain containing 4,GLOD4
11921,ILMN_1232399,1.0,0.8916564,0.163,-5.0372,0.0995,Glrb,"glycine receptor, beta subunit",GLRB
32512,ILMN_2945348,1.0,0.8773423,-0.159,-5.6493,-0.0227,Glrx,glutaredoxin,GLRX
13001,ILMN_1212850,1.0,0.3154518,1.07,-5.0947,0.51,Glrx3,glutaredoxin 3,GLRX3
32744,ILMN_1217767,1.0,0.8845360000000001,0.149,-5.6507,0.0191,Glrx5,glutaredoxin 5,GLRX5
20231,ILMN_1222199,1.0,0.4805545,0.735,-5.4064,0.11599999999999999,Gls,glutaminase,GLS
23480,ILMN_1224678,1.0,0.576806,0.578,-5.5017,0.076,Glt8d1,glycosyltransferase 8 domain containing 1,GLT8D1
26129,ILMN_2971816,1.0,0.6607645000000001,-0.45299999999999996,-5.5626,-0.0719,Gltp,glycolipid transfer protein,GLTP
22830,ILMN_3070576,1.0,0.8781916,-0.16,-5.4871,-0.0739,Glud1,glutamate dehydrogenase 1,GLUD1
12856,ILMN_2708095,1.0,0.622003,0.53,-5.0874,0.816,Glyr1,glyoxylate reductase 1 homolog (Arabidopsis),GLYR1
22156,ILMN_2661971,1.0,0.5388938,-0.638,-5.4678,-0.0914,Gm2a,GM2 ganglioside activator protein,GM2A
26769,ILMN_3009948,1.0,0.6809497,0.424,-5.5747,0.0771,Gmcl1,"germ cell-less, spermatogenesis associated 1",GMCL1
27894,ILMN_2766596,1.0,0.7196252,-0.37,-5.5953,-0.0496,Gmds,"GDP-mannose 4, 6-dehydratase",GMDS
30926,ILMN_1235072,1.0,0.8214143,-0.23199999999999998,-5.6353,-0.0315,Gmeb2,glucocorticoid modulatory element binding protein 2,GMEB2
17450,ILMN_2788574,1.0,0.4017712,-0.878,-5.3016,-0.19899999999999998,Gmip,Gem-interacting protein,GMIP
17067,ILMN_2697069,1.0,0.9625746,0.0505,-5.284,0.0148,Gmnn,geminin,GMNN
16460,ILMN_1216015,1.0,0.3747632,-0.932,-5.2585,-0.336,Gmppa,GDP-mannose pyrophosphorylase A,GMPPA
29593,ILMN_2602581,1.0,0.7732833,-0.297,-5.6189,-0.0381,Gmpr,guanosine monophosphate reductase,GMPR
4824,ILMN_2617691,1.0,0.1694556,-1.75,-4.3262,-1.6,Gmpr2,guanosine monophosphate reductase 2,GMPR2
30283,ILMN_1225161,1.0,0.7965951,0.265,-5.6274,0.039,Gmps,guanine monophosphate synthetase,GMPS
21187,ILMN_2751072,1.0,0.5102042,-0.685,-5.4391,-0.0871,Gna11,"guanine nucleotide binding protein, alpha 11",GNA11
30218,ILMN_2686393,1.0,0.794086,-0.26899999999999996,-5.6265,-0.0628,Gna12,"guanine nucleotide binding protein, alpha 12",GNA12
27124,ILMN_2592815,1.0,0.6931759,0.40700000000000003,-5.5815,0.322,Gnai1,"guanine nucleotide binding protein (G protein), alpha inhibiting 1",GNAI1
29076,ILMN_2418465,1.0,0.7543112,-0.322,-5.6112,-0.0457,Gnai2,"guanine nucleotide binding protein (G protein), alpha inhibiting 2",GNAI2
7772,ILMN_1240054,1.0,0.37586020000000003,-1.09,-4.7205,-0.439,Gnal,"guanine nucleotide binding protein, alpha stimulating, olfactory type",GNAL
16508,ILMN_2642907,1.0,0.6075834,-0.545,-5.2602,-0.782,Gnao1,"guanine nucleotide binding protein, alpha O",GNAO1
11804,ILMN_2686883,1.0,0.34083159999999996,1.03,-5.0313,0.6609999999999999,Gnaq,"guanine nucleotide binding protein, alpha q polypeptide",GNAQ
28860,ILMN_3161289,1.0,0.9673193000000001,0.0422,-5.6091,0.0425,Gnaz,"guanine nucleotide binding protein, alpha z subunit",GNAZ
34986,ILMN_2733852,1.0,0.9599075,-0.0516,-5.6603,-0.00743,Gnb1,"guanine nucleotide binding protein (G protein), beta 1",GNB1
23929,ILMN_1221732,1.0,0.5911274999999999,0.556,-5.5134,0.0777,Gnb2,"guanine nucleotide binding protein (G protein), beta 2",GNB2
3917,ILMN_1240125,1.0,0.08738330000000001,-1.91,-4.192,-0.289,Gnb4,"guanine nucleotide binding protein (G protein), beta 4",GNB4
8797,ILMN_1246507,1.0,0.4453027,-0.912,-4.8219,-0.9390000000000001,Gnb5,"guanine nucleotide binding protein (G protein), beta 5",GNB5
18927,ILMN_2682503,1.0,0.44101720000000005,0.805,-5.3574,0.166,Gne,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,GNE
7892,ILMN_1248949,1.0,0.2016348,1.4,-4.7326,1.89,Gng12,"guanine nucleotide binding protein (G protein), gamma 12",GNG12
13588,ILMN_1253827,1.0,0.3050007,-1.09,-5.1243,-0.604,Gng5,"guanine nucleotide binding protein (G protein), gamma 5",GNG5
3566,ILMN_3030009,1.0,0.1242999,-3.48,-4.1421,-2.13,Gng7,"guanine nucleotide binding protein (G protein), gamma 7",GNG7
25540,ILMN_1223648,1.0,0.6436953000000001,-0.478,-5.5516,-0.0548,Gnl1,guanine nucleotide binding protein-like 1,GNL1
16889,ILMN_2770686,1.0,0.3856704,0.91,-5.2764,0.614,Gnl2,guanine nucleotide binding protein-like 2 (nucleolar),GNL2
30009,ILMN_2673441,1.0,0.7868038,-0.278,-5.6239,-0.089,Gnl3,guanine nucleotide binding protein-like 3 (nucleolar),GNL3
11270,ILMN_2609716,1.0,0.273429,-1.17,-4.9977,-0.609,Gnl3l,guanine nucleotide binding protein-like 3 (nucleolar)-like,GNL3L
6801,ILMN_2605941,1.0,0.14961939999999999,-1.57,-4.61,-0.188,Gnpat,glyceronephosphate O-acyltransferase,GNPAT
17646,ILMN_2737101,1.0,0.4068317,0.8690000000000001,-5.3093,0.157,Gnpda2,glucosamine-6-phosphate deaminase 2,GNPDA2
8159,ILMN_2641569,1.0,0.5058067,-0.884,-4.7603,-0.541,Gnpnat1,glucosamine-phosphate N-acetyltransferase 1,GNPNAT1
30188,ILMN_2731999,1.0,0.7928506,0.27,-5.6261,0.0356,Gnptg,"N-acetylglucosamine-1-phosphotransferase, gamma subunit",GNPTG
15418,ILMN_2580895,1.0,0.3437693,-0.997,-5.2033,-0.684,Gns,glucosamine (N-acetyl)-6-sulfatase,GNS
18865,ILMN_3060149,1.0,0.4811419,-0.737,-5.355,-0.42700000000000005,Golga2,"golgi autoantigen, golgin subfamily a, 2",GOLGA2
33903,ILMN_1250865,1.0,0.9223314,-0.1,-5.6567,-0.0155,Golga5,"golgi autoantigen, golgin subfamily a, 5",GOLGA5
3316,ILMN_2666519,1.0,0.0887005,1.96,-4.1106,2.03,Golga7,"golgi autoantigen, golgin subfamily a, 7",GOLGA7
7521,ILMN_2751314,1.0,0.2935001,-1.19,-4.6935,-2.26,Golgb1,"golgi autoantigen, golgin subfamily b, macrogolgin 1",GOLGB1
27161,ILMN_1258813,1.0,0.6946504,-0.405,-5.5823,-0.086,Golim4,golgi integral membrane protein 4,GOLIM4
39798,ILMN_1259975,,,,,,Golph3,golgi phosphoprotein 3,GOLPH3
21597,ILMN_1235179,1.0,0.5214709,0.6659999999999999,-5.4507,0.0893,Golph3l,golgi phosphoprotein 3-like,GOLPH3L
19078,ILMN_2633275,1.0,0.44589449999999997,-0.7959999999999999,-5.3638,-0.517,Golt1b,golgi transport 1B,GOLT1B
19604,ILMN_1238680,1.0,0.7382267,0.35200000000000004,-5.3849,0.0918,Gopc,golgi associated PDZ and coiled-coil motif containing,GOPC
13069,ILMN_2743991,1.0,0.37823959999999995,0.9470000000000001,-5.0979,1.72,Gorab,"golgin, RAB6-interacting",GORAB
5520,ILMN_1235664,1.0,0.11862370000000001,-1.72,-4.4317,-0.272,Gorasp1,golgi reassembly stacking protein 1,GORASP1
21579,ILMN_2609457,1.0,0.5207813,0.667,-5.45,0.109,Gorasp2,golgi reassembly stacking protein 2,GORASP2
23271,ILMN_2698248,1.0,0.5715342,0.586,-5.4972,0.0895,Gosr1,golgi SNAP receptor complex member 1,GOSR1
9306,ILMN_2600339,1.0,0.21072529999999998,-1.34,-4.8649,-0.28600000000000003,Gosr2,golgi SNAP receptor complex member 2,GOSR2
25322,ILMN_1255041,1.0,0.6367331,-0.488,-5.547000000000001,-0.132,Got2,"glutamatic-oxaloacetic transaminase 2, mitochondrial",GOT2
16182,ILMN_2429032,1.0,0.5379010999999999,0.6579999999999999,-5.2439,0.29600000000000004,Gpam,"glycerol-3-phosphate acyltransferase, mitochondrial",GPAM
7547,ILMN_2749976,1.0,0.3608296,-1.13,-4.6957,-0.816,Gpank1,G patch domain and ankyrin repeats 1,GPANK1
10587,ILMN_1248395,1.0,0.2576868,-1.21,-4.9566,-1.83,Gpat4,glycerol-3-phosphate acyltransferase 4,GPAT4
11253,ILMN_2762189,1.0,0.2730166,1.17,-4.9967,0.365,Gpatch1,G patch domain containing 1,GPATCH1
15884,ILMN_2901363,1.0,0.35744040000000005,-0.968,-5.2285,-0.33399999999999996,Gpatch11,G patch domain containing 11,GPATCH11
2711,ILMN_2549852,1.0,0.0760923,2.02,-4.0359,1.16,Gpatch2,G patch domain containing 2,GPATCH2
30827,ILMN_2673628,1.0,0.8169795999999999,0.23800000000000002,-5.6339999999999995,0.11199999999999999,Gpatch2l,G patch domain containing 2 like,GPATCH2L
32604,ILMN_1219670,1.0,0.8804285,0.155,-5.6499,0.0468,Gpatch4,G patch domain containing 4,GPATCH4
6599,ILMN_2547610,1.0,0.2632151,-1.34,-4.5805,-0.598,Gpbp1,GC-rich promoter binding protein 1,GPBP1
31656,ILMN_2635784,1.0,0.8484360999999999,-0.196,-5.6428,-0.0256,Gpc1,glypican 1,GPC1
42996,ILMN_2696721,,,,,,Gpc2,glypican 2 (cerebroglycan),GPC2
27757,ILMN_2719973,1.0,0.7151241,-0.376,-5.5931,-0.0686,Gpc3,glypican 3,GPC3
20213,ILMN_1258035,1.0,0.5287184,-0.657,-5.4059,-0.45399999999999996,Gpc4,glypican 4,GPC4
10277,ILMN_2484679,1.0,0.23203829999999998,-1.28,-4.9344,-0.41200000000000003,Gpcpd1,glycerophosphocholine phosphodiesterase 1,GPCPD1
33729,ILMN_2808811,1.0,0.9164899,-0.10800000000000001,-5.6559,-0.0267,Gpd1,glycerol-3-phosphate dehydrogenase 1 (soluble),GPD1
